File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF865UXV	bam	bam		alignments	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1		100					/files/ENCFF807MUK/, /files/ENCFF324PPG/, /files/ENCFF042XDV/	4858237967	ENCODE Processing Pipeline	cb7156d5c83144989fb2d5ef232d4225		https://www.encodeproject.org/files/ENCFF865UXV/@@download/ENCFF865UXV.bam				released	s3://encode-public/2016/05/18/d3393124-b101-4a22-95b3-4707cc1af46f/ENCFF865UXV.bam			
ENCFF393YVZ	bigWig	bigWig		signal p-value	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF865UXV/, /files/ENCFF449NNE/	1234155740	ENCODE Processing Pipeline	d8f91666a1b36bed6efbda4fe7a01664		https://www.encodeproject.org/files/ENCFF393YVZ/@@download/ENCFF393YVZ.bigWig				released	s3://encode-public/2016/09/01/6fe40320-0144-48e2-8738-0e55113bfd95/ENCFF393YVZ.bigWig			
ENCFF615IZK	bigWig	bigWig		signal p-value	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF302SCR/, /files/ENCFF999EQI/	961514682	ENCODE Processing Pipeline	0c5ee31bf88d319f8bb099799a10ef9b		https://www.encodeproject.org/files/ENCFF615IZK/@@download/ENCFF615IZK.bigWig				released	s3://encode-public/2016/09/01/044c1c15-da7e-4ecf-8e37-b9c207f3feb7/ENCFF615IZK.bigWig			
ENCFF111LJY	bigWig	bigWig		signal p-value	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF865UXV/, /files/ENCFF302SCR/, /files/ENCFF999EQI/, /files/ENCFF449NNE/	2118076564	ENCODE Processing Pipeline	cc2b82f73b4dc4fb3f0e57b2285c4ce9		https://www.encodeproject.org/files/ENCFF111LJY/@@download/ENCFF111LJY.bigWig				released	s3://encode-public/2016/09/01/0ed503cf-fbc9-4365-bab9-a7342d31750d/ENCFF111LJY.bigWig			
ENCFF338XFA	bigWig	bigWig		fold change over control	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF865UXV/, /files/ENCFF449NNE/	1225109670	ENCODE Processing Pipeline	71f3d56327d421b05cc30ff924ba5aba		https://www.encodeproject.org/files/ENCFF338XFA/@@download/ENCFF338XFA.bigWig				released	s3://encode-public/2016/09/01/3faba496-0639-405d-8886-5f69ff76ee74/ENCFF338XFA.bigWig			
ENCFF275JAS	bigWig	bigWig		fold change over control	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF302SCR/, /files/ENCFF999EQI/	1188099421	ENCODE Processing Pipeline	0b0761c11e8e44ec8ba4153911fa4abb		https://www.encodeproject.org/files/ENCFF275JAS/@@download/ENCFF275JAS.bigWig				released	s3://encode-public/2016/09/01/c96b557d-f177-45f2-9692-27cce48ce090/ENCFF275JAS.bigWig			
ENCFF732DBE	bigWig	bigWig		fold change over control	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF865UXV/, /files/ENCFF302SCR/, /files/ENCFF999EQI/, /files/ENCFF449NNE/	2118194730	ENCODE Processing Pipeline	90103b9f84450e874045737458ac0a54		https://www.encodeproject.org/files/ENCFF732DBE/@@download/ENCFF732DBE.bigWig				released	s3://encode-public/2016/09/01/7cc2a4a4-4ab3-43d3-a731-7e776a30e1ad/ENCFF732DBE.bigWig			
ENCFF894JDZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF865UXV/, /files/ENCFF449NNE/	6083895	ENCODE Processing Pipeline	6f28a07567a7c87aac0144826f7c10d2		https://www.encodeproject.org/files/ENCFF894JDZ/@@download/ENCFF894JDZ.bed.gz				released	s3://encode-public/2016/09/01/cbefb971-6fc7-4fd4-9327-6dfb4495472f/ENCFF894JDZ.bed.gz			
ENCFF894RIX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF865UXV/, /files/ENCFF302SCR/, /files/ENCFF999EQI/, /files/ENCFF449NNE/	7086043	ENCODE Processing Pipeline	6f890227a4b23998405b12163d126fd2		https://www.encodeproject.org/files/ENCFF894RIX/@@download/ENCFF894RIX.bed.gz				released	s3://encode-public/2016/09/01/3d111b9d-9d71-4a3c-99cd-395aa0a998b2/ENCFF894RIX.bed.gz			
ENCFF904OAW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF302SCR/, /files/ENCFF999EQI/	6162004	ENCODE Processing Pipeline	c0e2723097c48f7a7a56c2195de986d5		https://www.encodeproject.org/files/ENCFF904OAW/@@download/ENCFF904OAW.bed.gz				released	s3://encode-public/2016/09/01/647d4288-c1b4-44a3-ac54-4db5e6366c17/ENCFF904OAW.bed.gz			
ENCFF834UHI	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF894JDZ/	11264102	ENCODE Processing Pipeline	2452b64454ca72d09c23dfe36399d374		https://www.encodeproject.org/files/ENCFF834UHI/@@download/ENCFF834UHI.bigBed				released	s3://encode-public/2016/09/01/682a59e1-6e0e-4deb-943a-1339b3bcd891/ENCFF834UHI.bigBed			
ENCFF640CWE	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF904OAW/	11278038	ENCODE Processing Pipeline	a6dbb74125fe3bfe5a9c97421f1838a1		https://www.encodeproject.org/files/ENCFF640CWE/@@download/ENCFF640CWE.bigBed				released	s3://encode-public/2016/09/01/4d6946ca-9f14-4cea-97f0-40126bf4dc4c/ENCFF640CWE.bigBed			
ENCFF566XIZ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF894RIX/	11297134	ENCODE Processing Pipeline	4c14abb65aa273fcfe0792a1c44bd736		https://www.encodeproject.org/files/ENCFF566XIZ/@@download/ENCFF566XIZ.bigBed				released	s3://encode-public/2016/09/01/13bdca9a-125e-4e45-8b64-9c970807ada1/ENCFF566XIZ.bigBed			
ENCFF292SZD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF894RIX/, /files/ENCFF904OAW/, /files/ENCFF894JDZ/	18708	ENCODE Processing Pipeline	9f40e4a84a786f4534bf6316df7e2fd1		https://www.encodeproject.org/files/ENCFF292SZD/@@download/ENCFF292SZD.bed.gz				released	s3://encode-public/2016/09/01/bc06b36a-3f45-4641-a463-05c27c2938bc/ENCFF292SZD.bed.gz			
ENCFF573ALP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF894RIX/, /files/ENCFF904OAW/, /files/ENCFF894JDZ/	35549	ENCODE Processing Pipeline	e3b333943669cf298b44651490ef0df4		https://www.encodeproject.org/files/ENCFF573ALP/@@download/ENCFF573ALP.bed.gz				released	s3://encode-public/2016/09/01/b35e3ac7-59d7-401c-9644-11e14565a7b7/ENCFF573ALP.bed.gz			
ENCFF340AVA	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF292SZD/	84488	ENCODE Processing Pipeline	d521fa36fb2e2f3abd2807c72cc571f1		https://www.encodeproject.org/files/ENCFF340AVA/@@download/ENCFF340AVA.bigBed				released	s3://encode-public/2016/09/01/abc4ff1f-826c-4a41-850a-3f1c5443710b/ENCFF340AVA.bigBed			
ENCFF744GIL	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF573ALP/	110350	ENCODE Processing Pipeline	ae7924558ffcfa4d0b69d4266309902b		https://www.encodeproject.org/files/ENCFF744GIL/@@download/ENCFF744GIL.bigBed				released	s3://encode-public/2016/09/01/8b87cc76-de33-4f21-bb47-a5bfe6f30800/ENCFF744GIL.bigBed			
ENCFF378KCE	bam	bam		unfiltered alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1		100					/files/ENCFF643CGH/, /files/ENCFF324PPG/, /files/ENCFF042XDV/	5953678628	ENCODE Processing Pipeline	66246ac141f86935b34e3fd549e84525		https://www.encodeproject.org/files/ENCFF378KCE/@@download/ENCFF378KCE.bam				released	s3://encode-public/2016/10/09/a184b8d7-960e-4ae2-825f-ca619b48973d/ENCFF378KCE.bam			
ENCFF783UJA	bam	bam		unfiltered alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1		100					/files/ENCFF124RBK/, /files/ENCFF643CGH/, /files/ENCFF554IYL/	6689466295	ENCODE Processing Pipeline	a6101c6f4f675625e6735c3e4099c2c5		https://www.encodeproject.org/files/ENCFF783UJA/@@download/ENCFF783UJA.bam				released	s3://encode-public/2016/10/09/fee35a22-fca8-4506-a194-d54baaa6e80b/ENCFF783UJA.bam			
ENCFF720ANK	bam	bam		alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1		100					/files/ENCFF643CGH/, /files/ENCFF324PPG/, /files/ENCFF042XDV/	4870226174	ENCODE Processing Pipeline	b0a8d40527c3917342ddd1d2f057b59b		https://www.encodeproject.org/files/ENCFF720ANK/@@download/ENCFF720ANK.bam				released	s3://encode-public/2016/10/09/5c858017-7e7a-45e0-8004-f04e3dc1321f/ENCFF720ANK.bam			
ENCFF875FET	bam	bam		alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1		100					/files/ENCFF124RBK/, /files/ENCFF643CGH/, /files/ENCFF554IYL/	5392080530	ENCODE Processing Pipeline	430e16c58bd1b91b3dafd61286b24bba		https://www.encodeproject.org/files/ENCFF875FET/@@download/ENCFF875FET.bam				released	s3://encode-public/2016/10/09/3e94b06a-ace2-4498-ad9e-1d07f049c97b/ENCFF875FET.bam			
ENCFF108ULG	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/	954453433	ENCODE Processing Pipeline	aa433b7f44d24235088aa7f2b5e98663		https://www.encodeproject.org/files/ENCFF108ULG/@@download/ENCFF108ULG.bigWig				released	s3://encode-public/2016/10/24/422fb3dd-ce37-45ef-9fbe-c2fdbfd27f95/ENCFF108ULG.bigWig			
ENCFF847BWV	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF950AXC/, /files/ENCFF875FET/	926498842	ENCODE Processing Pipeline	cf2395091c413fa8be9dcaebc18f29f6		https://www.encodeproject.org/files/ENCFF847BWV/@@download/ENCFF847BWV.bigWig				released	s3://encode-public/2016/10/24/e537b9c0-6a31-4061-acad-8bc8f7baa394/ENCFF847BWV.bigWig			
ENCFF348CIS	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/, /files/ENCFF950AXC/, /files/ENCFF875FET/	1795467201	ENCODE Processing Pipeline	ef1c6a4ba9655f7188520b6bbc5a9564		https://www.encodeproject.org/files/ENCFF348CIS/@@download/ENCFF348CIS.bigWig				released	s3://encode-public/2016/10/24/516f9044-ca36-4552-a9d6-eeb312fb4ba4/ENCFF348CIS.bigWig			
ENCFF775KAX	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/	1210370018	ENCODE Processing Pipeline	85bb711f2746bd374d3c0174dbc63ecf		https://www.encodeproject.org/files/ENCFF775KAX/@@download/ENCFF775KAX.bigWig				released	s3://encode-public/2016/10/24/c57df06b-8ec6-4703-9bca-2f138d579bbc/ENCFF775KAX.bigWig			
ENCFF398OWD	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF950AXC/, /files/ENCFF875FET/	1135527414	ENCODE Processing Pipeline	6ce012f954cf23d60172502fbd33875a		https://www.encodeproject.org/files/ENCFF398OWD/@@download/ENCFF398OWD.bigWig				released	s3://encode-public/2016/10/24/b3c64c90-c79c-40f2-8c4e-8903e2b1a6df/ENCFF398OWD.bigWig			
ENCFF972FHU	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/, /files/ENCFF950AXC/, /files/ENCFF875FET/	2143083288	ENCODE Processing Pipeline	0bc2648534233dec61404baf6135b68b		https://www.encodeproject.org/files/ENCFF972FHU/@@download/ENCFF972FHU.bigWig				released	s3://encode-public/2016/10/24/9334e80e-9fac-4280-b72f-5266cb8c9c43/ENCFF972FHU.bigWig			
ENCFF485GJV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/	5903303	ENCODE Processing Pipeline	ddf5517c7405db63e3d8379b037dde0b		https://www.encodeproject.org/files/ENCFF485GJV/@@download/ENCFF485GJV.bed.gz				released	s3://encode-public/2016/10/28/a55fc6e8-2733-4ef4-b362-932efb48f260/ENCFF485GJV.bed.gz			
ENCFF721SBW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF950AXC/, /files/ENCFF875FET/	5959512	ENCODE Processing Pipeline	4890394253d3cbcce5d136f361146348		https://www.encodeproject.org/files/ENCFF721SBW/@@download/ENCFF721SBW.bed.gz				released	s3://encode-public/2016/10/28/1561cb53-94d0-4f99-98c5-c7521474312c/ENCFF721SBW.bed.gz			
ENCFF857MEZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF720ANK/, /files/ENCFF190EPQ/, /files/ENCFF950AXC/, /files/ENCFF875FET/	7020993	ENCODE Processing Pipeline	b8a86800fbd20a5fcbfc0ea2aaa0727b		https://www.encodeproject.org/files/ENCFF857MEZ/@@download/ENCFF857MEZ.bed.gz				released	s3://encode-public/2016/10/28/b880fbee-d801-4941-93ce-d4f4a6ab4c28/ENCFF857MEZ.bed.gz			
ENCFF902CZI	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF721SBW/	11257336	ENCODE Processing Pipeline	c84f1165f0890756d84c7be848e51271		https://www.encodeproject.org/files/ENCFF902CZI/@@download/ENCFF902CZI.bigBed				released	s3://encode-public/2016/10/28/43b7aff2-e076-42f6-8f6f-fc161ede548c/ENCFF902CZI.bigBed			
ENCFF941BKW	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF485GJV/	11267022	ENCODE Processing Pipeline	00ec3ac317a2a5af3f9524aa4949d2c0		https://www.encodeproject.org/files/ENCFF941BKW/@@download/ENCFF941BKW.bigBed				released	s3://encode-public/2016/10/28/743c0fd7-ca8b-4a9c-9659-46ac3d191a4d/ENCFF941BKW.bigBed			
ENCFF269DNZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF857MEZ/, /files/ENCFF485GJV/, /files/ENCFF419RSJ/, /files/ENCFF721SBW/	21395	ENCODE Processing Pipeline	fb676002e0fac25e39f0d696cbade77c		https://www.encodeproject.org/files/ENCFF269DNZ/@@download/ENCFF269DNZ.bed.gz				released	s3://encode-public/2016/10/28/b44d600f-9c24-44e9-af99-ea598282b495/ENCFF269DNZ.bed.gz			
ENCFF442OHR	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF269DNZ/	104740	ENCODE Processing Pipeline	1700e38cd866d5e1340a52ece3a2fcad		https://www.encodeproject.org/files/ENCFF442OHR/@@download/ENCFF442OHR.bigBed				released	s3://encode-public/2016/10/28/70c5d6d6-71f8-45c8-9c5b-3fa363507b86/ENCFF442OHR.bigBed			
ENCFF008RFM	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF735WMX/	117828	ENCODE Processing Pipeline	f6b78f6132efbc0d7f29e46a95e38860		https://www.encodeproject.org/files/ENCFF008RFM/@@download/ENCFF008RFM.bigBed				released	s3://encode-public/2016/10/28/63dd7ed2-e358-4450-b672-8906a33914ac/ENCFF008RFM.bigBed			
ENCFF370RJQ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF857MEZ/	11319334	ENCODE Processing Pipeline	31f395f3f62f6b9ab858d8a890baaf2a		https://www.encodeproject.org/files/ENCFF370RJQ/@@download/ENCFF370RJQ.bigBed				released	s3://encode-public/2016/10/28/38f73a0b-b281-4d3f-aaf4-06c4b7d16d4b/ENCFF370RJQ.bigBed			
ENCFF735WMX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF857MEZ/, /files/ENCFF485GJV/, /files/ENCFF419RSJ/, /files/ENCFF721SBW/	38765	ENCODE Processing Pipeline	35f127ad69d73fe8317ca0403f88ac23		https://www.encodeproject.org/files/ENCFF735WMX/@@download/ENCFF735WMX.bed.gz				released	s3://encode-public/2016/10/28/be124964-935d-4d78-9bb8-7ef76e2f3dc2/ENCFF735WMX.bed.gz			
ENCFF877SLV	bam	bam		unfiltered alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1		100					/files/ENCFF042XDV/, /files/ENCFF110MCL/, /files/ENCFF324PPG/	5917636289	ENCODE Processing Pipeline	4037157bd94d86b4d408a018fef6abdf		https://www.encodeproject.org/files/ENCFF877SLV/@@download/ENCFF877SLV.bam				released	s3://encode-public/2020/12/30/5c475daa-56d5-4a33-8a39-123b85ecf275/ENCFF877SLV.bam			
ENCFF116YLW	bam	bam		unfiltered alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1		100					/files/ENCFF124RBK/, /files/ENCFF110MCL/, /files/ENCFF554IYL/	6653495789	ENCODE Processing Pipeline	c03fe615035b4d5fcd51e6517fa5ebcf		https://www.encodeproject.org/files/ENCFF116YLW/@@download/ENCFF116YLW.bam				released	s3://encode-public/2020/12/30/1adac139-c2c4-4bfa-84be-2de6509224bd/ENCFF116YLW.bam			
ENCFF507IFT	bam	bam		alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1		100					/files/ENCFF042XDV/, /files/ENCFF110MCL/, /files/ENCFF324PPG/	4821308405	ENCODE Processing Pipeline	2ab3f69f8ce734b9d0764dee5f784ad4		https://www.encodeproject.org/files/ENCFF507IFT/@@download/ENCFF507IFT.bam				released	s3://encode-public/2020/12/30/ef3fa15a-ff53-4c3a-a2cd-4b45646c5680/ENCFF507IFT.bam			
ENCFF114IVY	bam	bam		alignments	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1		100					/files/ENCFF124RBK/, /files/ENCFF110MCL/, /files/ENCFF554IYL/	5339880037	ENCODE Processing Pipeline	ff361902800122b4b1ce1b35cb10ec3d		https://www.encodeproject.org/files/ENCFF114IVY/@@download/ENCFF114IVY.bam				released	s3://encode-public/2020/12/30/fa58cb34-a1d3-4a0e-a707-108d5ff43d9a/ENCFF114IVY.bam			
ENCFF295ZLA	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF622QQU/, /files/ENCFF507IFT/, /files/ENCFF243SVA/	1607833790	ENCODE Processing Pipeline	b81510eb5344c80e9e8fe2bf4d61d7da		https://www.encodeproject.org/files/ENCFF295ZLA/@@download/ENCFF295ZLA.bigWig				released	s3://encode-public/2020/12/30/b7c7a1e1-b0e0-4089-8e0f-12008c057795/ENCFF295ZLA.bigWig			
ENCFF321WUZ	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF622QQU/, /files/ENCFF507IFT/, /files/ENCFF243SVA/	1615040375	ENCODE Processing Pipeline	94fc2f03b0556fd8379539022235fdf8		https://www.encodeproject.org/files/ENCFF321WUZ/@@download/ENCFF321WUZ.bigWig				released	s3://encode-public/2020/12/30/72b123f4-dc87-4c07-846d-7ebb82893720/ENCFF321WUZ.bigWig			
ENCFF262IXT	bigWig	bigWig		signal p-value	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	1491188833	ENCODE Processing Pipeline	727f2ec060e929afea6473acf30abd61		https://www.encodeproject.org/files/ENCFF262IXT/@@download/ENCFF262IXT.bigWig				released	s3://encode-public/2020/12/30/e066392e-7578-4cad-912f-e6dd65ebf2a3/ENCFF262IXT.bigWig			
ENCFF990YVI	bigWig	bigWig		fold change over control	GRCh38	ENCSR334KIQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF622QQU/, /files/ENCFF114IVY/, /files/ENCFF243SVA/	1668384441	ENCODE Processing Pipeline	ff8820401f0368b14f990e423853bd4a		https://www.encodeproject.org/files/ENCFF990YVI/@@download/ENCFF990YVI.bigWig				released	s3://encode-public/2020/12/30/b045eb9c-003c-4f11-94b8-20da36831432/ENCFF990YVI.bigWig			
